INFO:root:Using Tensorboard, logs will be saved in workspace/20210413_2/logs
INFO:root:Creating model...
INFO:root:Setting up data...
INFO:root:loading annotations into memory...
INFO:root:Found 2823 annotation files.
INFO:root:Load 2823 xml files and 7698 boxes
INFO:root:Done (t=0.17s)
INFO:root:loading annotations into memory...
INFO:root:Found 500 annotation files.
INFO:root:Load 500 xml files and 1370 boxes
INFO:root:Done (t=0.03s)
INFO:root:Training batch size: 50
INFO:root:Starting training...
INFO:root:Start warming up...
INFO:root:warmup|Iter(1/100)| lr:1.80e-02| loss_qfl:0.0429| loss_bbox:1.7374| loss_dfl:0.5219| 
INFO:root:train|Epoch7/200|Iter357(20/56)| lr:1.40e-01| loss_qfl:0.3407| loss_bbox:0.6031| loss_dfl:0.1804| 
INFO:root:train|Epoch7/200|Iter367(30/56)| lr:1.40e-01| loss_qfl:0.3507| loss_bbox:0.5809| loss_dfl:0.1784| 
INFO:root:train|Epoch7/200|Iter377(40/56)| lr:1.40e-01| loss_qfl:0.3813| loss_bbox:0.5572| loss_dfl:0.1756| 
INFO:root:train|Epoch7/200|Iter387(50/56)| lr:1.40e-01| loss_qfl:0.3623| loss_bbox:0.5884| loss_dfl:0.1810| 
INFO:root:train|Epoch8/200|Iter393(0/56)| lr:1.40e-01| loss_qfl:0.3786| loss_bbox:0.6142| loss_dfl:0.1887| 
INFO:root:train|Epoch8/200|Iter403(10/56)| lr:1.40e-01| loss_qfl:0.3588| loss_bbox:0.5784| loss_dfl:0.1797| 
INFO:root:train|Epoch8/200|Iter413(20/56)| lr:1.40e-01| loss_qfl:0.3513| loss_bbox:0.5696| loss_dfl:0.1758| 
INFO:root:train|Epoch8/200|Iter423(30/56)| lr:1.40e-01| loss_qfl:0.3568| loss_bbox:0.5805| loss_dfl:0.1766| 
INFO:root:train|Epoch8/200|Iter433(40/56)| lr:1.40e-01| loss_qfl:0.3439| loss_bbox:0.5579| loss_dfl:0.1751| 
INFO:root:train|Epoch8/200|Iter443(50/56)| lr:1.40e-01| loss_qfl:0.3471| loss_bbox:0.5495| loss_dfl:0.1763| 
INFO:root:train|Epoch9/200|Iter449(0/56)| lr:1.40e-01| loss_qfl:0.3445| loss_bbox:0.6140| loss_dfl:0.1831| 
INFO:root:train|Epoch9/200|Iter459(10/56)| lr:1.40e-01| loss_qfl:0.3516| loss_bbox:0.5627| loss_dfl:0.1761| 
INFO:root:train|Epoch9/200|Iter469(20/56)| lr:1.40e-01| loss_qfl:0.3651| loss_bbox:0.5716| loss_dfl:0.1751| 
INFO:root:train|Epoch9/200|Iter479(30/56)| lr:1.40e-01| loss_qfl:0.3476| loss_bbox:0.5550| loss_dfl:0.1746| 
INFO:root:train|Epoch9/200|Iter489(40/56)| lr:1.40e-01| loss_qfl:0.3508| loss_bbox:0.5647| loss_dfl:0.1773| 
INFO:root:train|Epoch9/200|Iter499(50/56)| lr:1.40e-01| loss_qfl:0.3463| loss_bbox:0.5683| loss_dfl:0.1760| 
INFO:root:train|Epoch10/200|Iter505(0/56)| lr:1.40e-01| loss_qfl:0.3883| loss_bbox:0.5709| loss_dfl:0.1803| 
INFO:root:train|Epoch10/200|Iter515(10/56)| lr:1.40e-01| loss_qfl:0.3439| loss_bbox:0.5573| loss_dfl:0.1764| 
INFO:root:train|Epoch10/200|Iter525(20/56)| lr:1.40e-01| loss_qfl:0.3400| loss_bbox:0.5724| loss_dfl:0.1772| 
INFO:root:train|Epoch10/200|Iter535(30/56)| lr:1.40e-01| loss_qfl:0.3487| loss_bbox:0.5352| loss_dfl:0.1712| 
INFO:root:train|Epoch10/200|Iter545(40/56)| lr:1.40e-01| loss_qfl:0.3399| loss_bbox:0.5540| loss_dfl:0.1767| 
INFO:root:train|Epoch10/200|Iter555(50/56)| lr:1.40e-01| loss_qfl:0.3492| loss_bbox:0.5223| loss_dfl:0.1701| 
INFO:root:val|Epoch10/200|Iter561(0/500)| lr:1.40e-01| loss_qfl:0.4371| loss_bbox:0.2758| loss_dfl:0.1315| 
INFO:root:val|Epoch10/200|Iter561(10/500)| lr:1.40e-01| loss_qfl:0.3934| loss_bbox:0.4564| loss_dfl:0.1506| 
INFO:root:val|Epoch10/200|Iter561(20/500)| lr:1.40e-01| loss_qfl:0.3011| loss_bbox:0.4886| loss_dfl:0.1482| 
INFO:root:val|Epoch10/200|Iter561(30/500)| lr:1.40e-01| loss_qfl:0.2912| loss_bbox:0.7322| loss_dfl:0.1866| 
INFO:root:val|Epoch10/200|Iter561(40/500)| lr:1.40e-01| loss_qfl:0.3367| loss_bbox:0.7151| loss_dfl:0.1648| 
INFO:root:val|Epoch10/200|Iter561(50/500)| lr:1.40e-01| loss_qfl:0.3311| loss_bbox:0.6643| loss_dfl:0.1813| 
INFO:root:val|Epoch10/200|Iter561(60/500)| lr:1.40e-01| loss_qfl:0.2876| loss_bbox:0.5354| loss_dfl:0.1626| 
INFO:root:val|Epoch10/200|Iter561(70/500)| lr:1.40e-01| loss_qfl:0.2996| loss_bbox:0.6645| loss_dfl:0.1659| 
INFO:root:val|Epoch10/200|Iter561(80/500)| lr:1.40e-01| loss_qfl:0.3181| loss_bbox:0.6689| loss_dfl:0.1683| 
INFO:root:val|Epoch10/200|Iter561(90/500)| lr:1.40e-01| loss_qfl:0.3738| loss_bbox:0.7338| loss_dfl:0.1745| 
INFO:root:val|Epoch10/200|Iter561(100/500)| lr:1.40e-01| loss_qfl:0.3293| loss_bbox:0.6811| loss_dfl:0.1703| 
INFO:root:val|Epoch10/200|Iter561(110/500)| lr:1.40e-01| loss_qfl:0.2650| loss_bbox:0.6480| loss_dfl:0.1816| 
INFO:root:val|Epoch10/200|Iter561(120/500)| lr:1.40e-01| loss_qfl:0.3868| loss_bbox:0.6038| loss_dfl:0.1688| 
INFO:root:val|Epoch10/200|Iter561(130/500)| lr:1.40e-01| loss_qfl:0.3620| loss_bbox:0.6037| loss_dfl:0.1669| 
INFO:root:val|Epoch10/200|Iter561(140/500)| lr:1.40e-01| loss_qfl:0.3909| loss_bbox:0.7059| loss_dfl:0.1885| 
INFO:root:val|Epoch10/200|Iter561(150/500)| lr:1.40e-01| loss_qfl:0.3004| loss_bbox:0.7356| loss_dfl:0.1753| 
INFO:root:val|Epoch10/200|Iter561(160/500)| lr:1.40e-01| loss_qfl:0.3032| loss_bbox:0.4841| loss_dfl:0.1619| 
INFO:root:val|Epoch10/200|Iter561(170/500)| lr:1.40e-01| loss_qfl:0.3050| loss_bbox:0.6340| loss_dfl:0.1728| 
INFO:root:val|Epoch10/200|Iter561(180/500)| lr:1.40e-01| loss_qfl:0.2800| loss_bbox:0.6827| loss_dfl:0.1798| 
INFO:root:val|Epoch10/200|Iter561(190/500)| lr:1.40e-01| loss_qfl:0.3295| loss_bbox:0.5578| loss_dfl:0.1682| 
INFO:root:val|Epoch10/200|Iter561(200/500)| lr:1.40e-01| loss_qfl:0.3445| loss_bbox:0.5702| loss_dfl:0.1643| 
INFO:root:val|Epoch10/200|Iter561(210/500)| lr:1.40e-01| loss_qfl:0.4104| loss_bbox:0.5378| loss_dfl:0.1601| 
INFO:root:val|Epoch10/200|Iter561(220/500)| lr:1.40e-01| loss_qfl:0.3951| loss_bbox:0.5812| loss_dfl:0.1616| 
INFO:root:val|Epoch10/200|Iter561(230/500)| lr:1.40e-01| loss_qfl:0.3688| loss_bbox:0.6068| loss_dfl:0.1697| 
INFO:root:val|Epoch10/200|Iter561(240/500)| lr:1.40e-01| loss_qfl:0.3714| loss_bbox:0.6111| loss_dfl:0.1669| 
INFO:root:val|Epoch10/200|Iter561(250/500)| lr:1.40e-01| loss_qfl:0.2654| loss_bbox:0.5423| loss_dfl:0.1606| 
INFO:root:val|Epoch10/200|Iter561(260/500)| lr:1.40e-01| loss_qfl:0.3473| loss_bbox:0.6305| loss_dfl:0.1707| 
INFO:root:val|Epoch10/200|Iter561(270/500)| lr:1.40e-01| loss_qfl:0.3307| loss_bbox:0.5821| loss_dfl:0.1881| 
INFO:root:val|Epoch10/200|Iter561(280/500)| lr:1.40e-01| loss_qfl:0.3647| loss_bbox:0.5743| loss_dfl:0.1618| 
INFO:root:val|Epoch10/200|Iter561(290/500)| lr:1.40e-01| loss_qfl:0.4139| loss_bbox:0.5421| loss_dfl:0.1740| 
INFO:root:val|Epoch10/200|Iter561(300/500)| lr:1.40e-01| loss_qfl:0.4484| loss_bbox:0.4936| loss_dfl:0.1825| 
INFO:root:val|Epoch10/200|Iter561(310/500)| lr:1.40e-01| loss_qfl:0.3762| loss_bbox:0.5202| loss_dfl:0.1656| 
INFO:root:val|Epoch10/200|Iter561(320/500)| lr:1.40e-01| loss_qfl:0.4753| loss_bbox:0.5376| loss_dfl:0.1589| 
INFO:root:val|Epoch10/200|Iter561(330/500)| lr:1.40e-01| loss_qfl:0.4187| loss_bbox:0.5401| loss_dfl:0.1662| 
INFO:root:val|Epoch10/200|Iter561(340/500)| lr:1.40e-01| loss_qfl:0.2818| loss_bbox:0.6719| loss_dfl:0.1799| 
INFO:root:val|Epoch10/200|Iter561(350/500)| lr:1.40e-01| loss_qfl:0.2967| loss_bbox:0.7732| loss_dfl:0.1934| 
INFO:root:val|Epoch10/200|Iter561(360/500)| lr:1.40e-01| loss_qfl:0.3462| loss_bbox:0.6145| loss_dfl:0.1765| 
INFO:root:val|Epoch10/200|Iter561(370/500)| lr:1.40e-01| loss_qfl:0.2785| loss_bbox:0.7882| loss_dfl:0.1925| 
INFO:root:val|Epoch10/200|Iter561(380/500)| lr:1.40e-01| loss_qfl:0.3674| loss_bbox:0.5609| loss_dfl:0.1621| 
INFO:root:val|Epoch10/200|Iter561(390/500)| lr:1.40e-01| loss_qfl:0.2488| loss_bbox:0.7226| loss_dfl:0.1849| 
INFO:root:val|Epoch10/200|Iter561(400/500)| lr:1.40e-01| loss_qfl:0.4840| loss_bbox:0.5796| loss_dfl:0.1719| 
INFO:root:val|Epoch10/200|Iter561(410/500)| lr:1.40e-01| loss_qfl:0.4287| loss_bbox:0.4656| loss_dfl:0.1437| 
INFO:root:val|Epoch10/200|Iter561(420/500)| lr:1.40e-01| loss_qfl:0.3992| loss_bbox:0.5212| loss_dfl:0.1552| 
INFO:root:val|Epoch10/200|Iter561(430/500)| lr:1.40e-01| loss_qfl:0.3644| loss_bbox:0.5657| loss_dfl:0.1587| 
INFO:root:val|Epoch10/200|Iter561(440/500)| lr:1.40e-01| loss_qfl:0.3249| loss_bbox:0.5769| loss_dfl:0.1553| 
INFO:root:val|Epoch10/200|Iter561(450/500)| lr:1.40e-01| loss_qfl:0.3949| loss_bbox:0.5895| loss_dfl:0.1698| 
INFO:root:val|Epoch10/200|Iter561(460/500)| lr:1.40e-01| loss_qfl:0.3710| loss_bbox:0.6218| loss_dfl:0.1758| 
INFO:root:val|Epoch10/200|Iter561(470/500)| lr:1.40e-01| loss_qfl:0.5211| loss_bbox:0.4447| loss_dfl:0.1751| 
INFO:root:val|Epoch10/200|Iter561(480/500)| lr:1.40e-01| loss_qfl:0.4173| loss_bbox:0.4811| loss_dfl:0.1641| 
INFO:root:val|Epoch10/200|Iter561(490/500)| lr:1.40e-01| loss_qfl:0.4563| loss_bbox:0.5661| loss_dfl:0.1821| 
INFO:root:train|Epoch11/200|Iter561(0/56)| lr:1.40e-01| loss_qfl:0.3124| loss_bbox:0.5462| loss_dfl:0.1725| 
INFO:root:train|Epoch11/200|Iter571(10/56)| lr:1.40e-01| loss_qfl:0.3552| loss_bbox:0.5317| loss_dfl:0.1695| 
INFO:root:train|Epoch11/200|Iter581(20/56)| lr:1.40e-01| loss_qfl:0.3349| loss_bbox:0.5522| loss_dfl:0.1758| 
INFO:root:train|Epoch11/200|Iter591(30/56)| lr:1.40e-01| loss_qfl:0.3634| loss_bbox:0.5395| loss_dfl:0.1723| 
INFO:root:train|Epoch11/200|Iter601(40/56)| lr:1.40e-01| loss_qfl:0.3197| loss_bbox:0.5625| loss_dfl:0.1746| 
INFO:root:train|Epoch11/200|Iter611(50/56)| lr:1.40e-01| loss_qfl:0.3372| loss_bbox:0.5187| loss_dfl:0.1708| 
INFO:root:train|Epoch12/200|Iter617(0/56)| lr:1.40e-01| loss_qfl:0.3490| loss_bbox:0.5037| loss_dfl:0.1607| 
INFO:root:train|Epoch12/200|Iter627(10/56)| lr:1.40e-01| loss_qfl:0.3733| loss_bbox:0.5290| loss_dfl:0.1701| 
INFO:root:train|Epoch12/200|Iter637(20/56)| lr:1.40e-01| loss_qfl:0.3440| loss_bbox:0.5309| loss_dfl:0.1700| 
INFO:root:train|Epoch12/200|Iter647(30/56)| lr:1.40e-01| loss_qfl:0.3236| loss_bbox:0.5783| loss_dfl:0.1777| 
INFO:root:train|Epoch12/200|Iter657(40/56)| lr:1.40e-01| loss_qfl:0.3127| loss_bbox:0.5503| loss_dfl:0.1742| 
INFO:root:train|Epoch12/200|Iter667(50/56)| lr:1.40e-01| loss_qfl:0.3158| loss_bbox:0.5423| loss_dfl:0.1743| 
INFO:root:train|Epoch13/200|Iter673(0/56)| lr:1.40e-01| loss_qfl:0.2569| loss_bbox:0.5390| loss_dfl:0.1711| 
INFO:root:train|Epoch13/200|Iter683(10/56)| lr:1.40e-01| loss_qfl:0.3048| loss_bbox:0.5385| loss_dfl:0.1737| 
INFO:root:train|Epoch13/200|Iter693(20/56)| lr:1.40e-01| loss_qfl:0.3041| loss_bbox:0.5344| loss_dfl:0.1717| 
INFO:root:train|Epoch13/200|Iter703(30/56)| lr:1.40e-01| loss_qfl:0.3285| loss_bbox:0.5243| loss_dfl:0.1689| 
INFO:root:train|Epoch13/200|Iter713(40/56)| lr:1.40e-01| loss_qfl:0.3459| loss_bbox:0.5351| loss_dfl:0.1694| 
INFO:root:train|Epoch13/200|Iter723(50/56)| lr:1.40e-01| loss_qfl:0.3299| loss_bbox:0.5191| loss_dfl:0.1706| 
INFO:root:train|Epoch14/200|Iter729(0/56)| lr:1.40e-01| loss_qfl:0.2888| loss_bbox:0.5038| loss_dfl:0.1618| 
INFO:root:train|Epoch14/200|Iter739(10/56)| lr:1.40e-01| loss_qfl:0.3119| loss_bbox:0.5098| loss_dfl:0.1690| 
INFO:root:train|Epoch14/200|Iter749(20/56)| lr:1.40e-01| loss_qfl:0.3087| loss_bbox:0.5044| loss_dfl:0.1664| 
INFO:root:train|Epoch14/200|Iter759(30/56)| lr:1.40e-01| loss_qfl:0.3097| loss_bbox:0.5171| loss_dfl:0.1709| 
INFO:root:train|Epoch14/200|Iter769(40/56)| lr:1.40e-01| loss_qfl:0.3259| loss_bbox:0.5293| loss_dfl:0.1721| 
INFO:root:train|Epoch14/200|Iter779(50/56)| lr:1.40e-01| loss_qfl:0.3423| loss_bbox:0.5352| loss_dfl:0.1719| 
INFO:root:train|Epoch15/200|Iter785(0/56)| lr:1.40e-01| loss_qfl:0.3121| loss_bbox:0.5505| loss_dfl:0.1727| 
INFO:root:train|Epoch15/200|Iter795(10/56)| lr:1.40e-01| loss_qfl:0.3225| loss_bbox:0.5344| loss_dfl:0.1697| 
INFO:root:train|Epoch15/200|Iter805(20/56)| lr:1.40e-01| loss_qfl:0.3114| loss_bbox:0.5325| loss_dfl:0.1702| 
INFO:root:train|Epoch15/200|Iter815(30/56)| lr:1.40e-01| loss_qfl:0.3091| loss_bbox:0.5516| loss_dfl:0.1728| 
INFO:root:train|Epoch15/200|Iter825(40/56)| lr:1.40e-01| loss_qfl:0.3035| loss_bbox:0.5399| loss_dfl:0.1730| 
INFO:root:train|Epoch15/200|Iter835(50/56)| lr:1.40e-01| loss_qfl:0.3036| loss_bbox:0.4974| loss_dfl:0.1684| 
INFO:root:train|Epoch16/200|Iter841(0/56)| lr:1.40e-01| loss_qfl:0.3434| loss_bbox:0.5535| loss_dfl:0.1697| 
INFO:root:train|Epoch16/200|Iter851(10/56)| lr:1.40e-01| loss_qfl:0.2966| loss_bbox:0.5113| loss_dfl:0.1685| 
INFO:root:train|Epoch16/200|Iter861(20/56)| lr:1.40e-01| loss_qfl:0.2701| loss_bbox:0.5155| loss_dfl:0.1688| 
INFO:root:train|Epoch16/200|Iter871(30/56)| lr:1.40e-01| loss_qfl:0.2763| loss_bbox:0.5138| loss_dfl:0.1702| 
INFO:root:train|Epoch16/200|Iter881(40/56)| lr:1.40e-01| loss_qfl:0.3076| loss_bbox:0.5230| loss_dfl:0.1675| 
INFO:root:train|Epoch16/200|Iter891(50/56)| lr:1.40e-01| loss_qfl:0.3061| loss_bbox:0.5184| loss_dfl:0.1692| 
INFO:root:train|Epoch17/200|Iter897(0/56)| lr:1.40e-01| loss_qfl:0.2654| loss_bbox:0.5223| loss_dfl:0.1682| 
INFO:root:train|Epoch17/200|Iter907(10/56)| lr:1.40e-01| loss_qfl:0.2976| loss_bbox:0.5133| loss_dfl:0.1703| 
INFO:root:train|Epoch17/200|Iter917(20/56)| lr:1.40e-01| loss_qfl:0.2924| loss_bbox:0.5139| loss_dfl:0.1687| 
INFO:root:train|Epoch17/200|Iter927(30/56)| lr:1.40e-01| loss_qfl:0.2932| loss_bbox:0.5103| loss_dfl:0.1694| 
INFO:root:train|Epoch17/200|Iter937(40/56)| lr:1.40e-01| loss_qfl:0.3079| loss_bbox:0.5039| loss_dfl:0.1669| 
INFO:root:train|Epoch17/200|Iter947(50/56)| lr:1.40e-01| loss_qfl:0.2911| loss_bbox:0.5012| loss_dfl:0.1655| 
INFO:root:train|Epoch18/200|Iter953(0/56)| lr:1.40e-01| loss_qfl:0.2683| loss_bbox:0.5196| loss_dfl:0.1604| 
INFO:root:train|Epoch18/200|Iter963(10/56)| lr:1.40e-01| loss_qfl:0.2969| loss_bbox:0.5217| loss_dfl:0.1714| 
INFO:root:train|Epoch18/200|Iter973(20/56)| lr:1.40e-01| loss_qfl:0.2823| loss_bbox:0.5142| loss_dfl:0.1685| 
INFO:root:train|Epoch18/200|Iter983(30/56)| lr:1.40e-01| loss_qfl:0.2938| loss_bbox:0.5244| loss_dfl:0.1708| 
INFO:root:train|Epoch18/200|Iter993(40/56)| lr:1.40e-01| loss_qfl:0.2866| loss_bbox:0.5015| loss_dfl:0.1655| 
INFO:root:train|Epoch18/200|Iter1003(50/56)| lr:1.40e-01| loss_qfl:0.2922| loss_bbox:0.5274| loss_dfl:0.1682| 
INFO:root:train|Epoch19/200|Iter1009(0/56)| lr:1.40e-01| loss_qfl:0.3141| loss_bbox:0.5439| loss_dfl:0.1752| 
INFO:root:train|Epoch19/200|Iter1019(10/56)| lr:1.40e-01| loss_qfl:0.2838| loss_bbox:0.5442| loss_dfl:0.1726| 
INFO:root:train|Epoch19/200|Iter1029(20/56)| lr:1.40e-01| loss_qfl:0.2876| loss_bbox:0.4845| loss_dfl:0.1623| 
INFO:root:train|Epoch19/200|Iter1039(30/56)| lr:1.40e-01| loss_qfl:0.2771| loss_bbox:0.5140| loss_dfl:0.1697| 
INFO:root:train|Epoch19/200|Iter1049(40/56)| lr:1.40e-01| loss_qfl:0.2811| loss_bbox:0.5036| loss_dfl:0.1675| 
INFO:root:train|Epoch19/200|Iter1059(50/56)| lr:1.40e-01| loss_qfl:0.2900| loss_bbox:0.4899| loss_dfl:0.1658| 
INFO:root:train|Epoch20/200|Iter1065(0/56)| lr:1.40e-01| loss_qfl:0.2490| loss_bbox:0.5276| loss_dfl:0.1711| 
INFO:root:train|Epoch20/200|Iter1075(10/56)| lr:1.40e-01| loss_qfl:0.2752| loss_bbox:0.5073| loss_dfl:0.1658| 
INFO:root:train|Epoch20/200|Iter1085(20/56)| lr:1.40e-01| loss_qfl:0.2747| loss_bbox:0.5052| loss_dfl:0.1686| 
INFO:root:train|Epoch20/200|Iter1095(30/56)| lr:1.40e-01| loss_qfl:0.2698| loss_bbox:0.4811| loss_dfl:0.1622| 
INFO:root:train|Epoch20/200|Iter1105(40/56)| lr:1.40e-01| loss_qfl:0.2754| loss_bbox:0.4916| loss_dfl:0.1650| 
INFO:root:train|Epoch20/200|Iter1115(50/56)| lr:1.40e-01| loss_qfl:0.2559| loss_bbox:0.5022| loss_dfl:0.1652| 
INFO:root:val|Epoch20/200|Iter1121(0/500)| lr:1.40e-01| loss_qfl:0.1867| loss_bbox:0.5420| loss_dfl:0.1558| 
